,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Maturity
15,GOOG240816C00165000,2024-06-21 19:41:57+00:00,165.0,19.97,18.2,19.5,3.2999992,19.796036,22.0,246,0.37781383911132804,True,REGULAR,USD,2024-08-16
16,GOOG240816C00170000,2024-06-21 19:49:09+00:00,170.0,15.8,14.85,15.35,2.6999998,20.610685,97.0,1105,0.34455001159667964,True,REGULAR,USD,2024-08-16
17,GOOG240816C00175000,2024-06-21 19:56:50+00:00,175.0,11.85,11.3,11.85,1.8000002,17.91045,228.0,5420,0.3264837860107421,True,REGULAR,USD,2024-08-16
18,GOOG240816C00180000,2024-06-21 19:57:14+00:00,180.0,8.83,8.55,8.9,1.2799997,16.953638,983.0,2909,0.31452101501464835,True,REGULAR,USD,2024-08-16
19,GOOG240816C00185000,2024-06-21 19:50:56+00:00,185.0,6.5,6.2,6.45,1.25,23.809525,630.0,1727,0.304694453125,False,REGULAR,USD,2024-08-16
20,GOOG240816C00190000,2024-06-21 19:57:12+00:00,190.0,4.52,4.35,4.6,0.81999993,22.16216,268.0,2645,0.3004220349121094,False,REGULAR,USD,2024-08-16
21,GOOG240816C00195000,2024-06-21 19:38:30+00:00,195.0,3.28,2.79,3.15,0.8299999,33.87755,602.0,3108,0.2955392712402344,False,REGULAR,USD,2024-08-16
22,GOOG240816C00200000,2024-06-21 19:56:53+00:00,200.0,2.08,1.91,2.6,0.4799999,29.999992,2276.0,4647,0.317389638671875,False,REGULAR,USD,2024-08-16
23,GOOG240816C00205000,2024-06-21 19:57:43+00:00,205.0,1.32,1.2,1.39,0.30000007,29.411772,51.0,641,0.29175512939453113,False,REGULAR,USD,2024-08-16
24,GOOG240816C00210000,2024-06-21 18:38:18+00:00,210.0,0.8,0.8,0.97,0.13999999,21.212118,1610.0,942,0.2971261694335937,False,REGULAR,USD,2024-08-16
25,GOOG240816C00215000,2024-06-21 17:11:53+00:00,215.0,0.68,0.48,0.67,0.23000002,51.111115,33.0,54,0.3020089331054688,False,REGULAR,USD,2024-08-16
26,GOOG240816C00220000,2024-06-21 19:13:33+00:00,220.0,0.45,0.15,0.46,0.119999975,36.36363,14.0,528,0.3064034204101562,False,REGULAR,USD,2024-08-16
27,GOOG240816C00225000,2024-06-21 19:26:45+00:00,225.0,0.33,0.25,0.35,0.10000001,43.478264,22.0,42,0.3166572241210937,False,REGULAR,USD,2024-08-16
28,GOOG240816C00230000,2024-06-21 16:05:22+00:00,230.0,0.25,0.18,0.27,0.08,47.058823,34.0,28,0.3266668896484375,False,REGULAR,USD,2024-08-16
29,GOOG240816C00235000,2024-06-21 18:56:17+00:00,235.0,0.17,0.13,0.22,0.0,0.0,8.0,102,0.33887379882812496,False,REGULAR,USD,2024-08-16
30,GOOG240816C00240000,2024-06-13 14:49:43+00:00,240.0,0.13,0.1,0.19,0.0,0.0,35.0,38,0.3530338134765625,False,REGULAR,USD,2024-08-16
31,GOOG240816C00245000,2024-06-13 13:51:55+00:00,245.0,0.1,0.0,1.56,0.0,0.0,400.0,400,0.5544478149414063,False,REGULAR,USD,2024-08-16
32,GOOG240816C00250000,2024-06-20 19:48:15+00:00,250.0,0.07,0.05,0.14,0.0,0.0,1.0,271,0.37793590820312495,False,REGULAR,USD,2024-08-16
0,GOOG240920C00045000,2023-06-02 19:12:41+00:00,45.0,83.98,76.55,80.95,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD,2024-09-20
1,GOOG240920C00050000,2024-04-04 13:35:50+00:00,50.0,106.0,117.5,120.9,0.0,0.0,7.0,25,1.0000000000000003e-05,True,REGULAR,USD,2024-09-20
2,GOOG240920C00055000,2024-04-22 19:21:41+00:00,55.0,104.88,121.75,126.3,0.0,0.0,1.0,110,1.3642609912109376,True,REGULAR,USD,2024-09-20
3,GOOG240920C00060000,2024-05-29 14:17:56+00:00,60.0,118.44,120.25,123.5,0.0,0.0,2.0,58,1.3886749316406248,True,REGULAR,USD,2024-09-20
4,GOOG240920C00065000,2024-04-24 18:58:00+00:00,65.0,96.65,110.05,114.9,0.0,0.0,1.0,24,1.0000000000000003e-05,True,REGULAR,USD,2024-09-20
5,GOOG240920C00070000,2024-06-04 15:24:02+00:00,70.0,105.4,110.4,113.65,0.0,0.0,4.0,470,1.2338905493164063,True,REGULAR,USD,2024-09-20
6,GOOG240920C00075000,2024-06-21 16:12:02+00:00,75.0,107.8,105.45,108.75,4.4300003,4.2855763,23.0,155,1.1640666796875,True,REGULAR,USD,2024-09-20
7,GOOG240920C00080000,2024-06-21 14:13:46+00:00,80.0,101.4,100.5,103.8,4.050003,4.1602497,1.0,509,1.0949752282714846,True,REGULAR,USD,2024-09-20
8,GOOG240920C00085000,2024-04-26 19:46:48+00:00,85.0,90.09,90.4,95.0,0.0,0.0,1.0,839,1.0000000000000003e-05,True,REGULAR,USD,2024-09-20
9,GOOG240920C00090000,2024-06-20 16:30:40+00:00,90.0,88.5,90.65,94.0,0.0,0.0,1.0,917,0.9763185961914063,True,REGULAR,USD,2024-09-20
10,GOOG240920C00095000,2024-06-11 13:49:50+00:00,95.0,83.0,85.75,89.0,0.0,0.0,3.0,1678,0.9169930175781251,True,REGULAR,USD,2024-09-20
11,GOOG240920C00100000,2024-06-21 18:54:24+00:00,100.0,82.7,80.85,84.0,3.4699936,4.379646,200.0,279,0.8599867517089843,True,REGULAR,USD,2024-09-20
12,GOOG240920C00105000,2024-06-11 16:41:45+00:00,105.0,72.42,75.95,79.15,0.0,0.0,1.0,1127,0.812379805908203,True,REGULAR,USD,2024-09-20
13,GOOG240920C00110000,2024-06-21 19:30:12+00:00,110.0,73.08,71.0,74.25,3.5600052,5.1208363,101.0,2780,0.7614769946289064,True,REGULAR,USD,2024-09-20
14,GOOG240920C00115000,2024-06-21 18:16:37+00:00,115.0,68.45,66.1,69.35,4.5499954,7.120494,1.0,1275,0.7141141870117188,True,REGULAR,USD,2024-09-20
15,GOOG240920C00120000,2024-06-21 16:39:50+00:00,120.0,64.06,61.25,64.45,5.0199966,8.502704,13.0,3458,0.6695589685058594,True,REGULAR,USD,2024-09-20
16,GOOG240920C00125000,2024-06-21 16:03:38+00:00,125.0,58.45,56.35,59.5,4.1500015,7.642729,22.0,6843,0.6221961608886719,True,REGULAR,USD,2024-09-20
17,GOOG240920C00130000,2024-06-21 18:14:04+00:00,130.0,53.63,51.5,54.7,4.1800003,8.452983,43.0,4596,0.5821574987792968,True,REGULAR,USD,2024-09-20
18,GOOG240920C00135000,2024-06-21 18:06:45+00:00,135.0,48.65,46.65,49.95,3.9099998,8.739383,3.0,1424,0.5434615966796876,True,REGULAR,USD,2024-09-20
19,GOOG240920C00140000,2024-06-21 17:46:18+00:00,140.0,43.86,41.85,45.0,3.75,9.34929,14.0,3956,0.5001270690917969,True,REGULAR,USD,2024-09-20
20,GOOG240920C00145000,2024-06-21 17:41:04+00:00,145.0,38.8,37.15,39.4,3.4500008,9.75955,15.0,7927,0.49768568725585943,True,REGULAR,USD,2024-09-20
21,GOOG240920C00150000,2024-06-21 19:27:14+00:00,150.0,34.66,32.5,33.9,4.039999,13.193987,45.0,5958,0.42383388671875,True,REGULAR,USD,2024-09-20
22,GOOG240920C00155000,2024-06-21 19:47:09+00:00,155.0,29.74,28.6,29.15,4.039999,15.71984,102.0,6051,0.38440557006835935,True,REGULAR,USD,2024-09-20
23,GOOG240920C00160000,2024-06-21 19:59:28+00:00,160.0,24.65,24.0,24.85,2.2999992,10.290824,49.0,19097,0.3604189935302734,True,REGULAR,USD,2024-09-20
24,GOOG240920C00165000,2024-06-21 18:47:55+00:00,165.0,21.48,20.1,20.85,2.7700005,14.80492,46.0,4616,0.34168138793945313,True,REGULAR,USD,2024-09-20
25,GOOG240920C00170000,2024-06-21 18:33:47+00:00,170.0,17.92,16.15,17.15,2.7200003,17.89474,74.0,3617,0.32569033691406246,True,REGULAR,USD,2024-09-20
26,GOOG240920C00175000,2024-06-21 19:47:08+00:00,175.0,14.2,13.3,13.85,2.25,18.828451,217.0,3516,0.313483427734375,True,REGULAR,USD,2024-09-20
27,GOOG240920C00180000,2024-06-21 19:50:46+00:00,180.0,11.1,10.55,10.95,1.7000008,18.085115,544.0,12603,0.3034127276611328,True,REGULAR,USD,2024-09-20
28,GOOG240920C00185000,2024-06-21 19:59:25+00:00,185.0,8.5,8.1,8.45,1.3000002,18.055557,319.0,4780,0.2946847875976562,False,REGULAR,USD,2024-09-20
29,GOOG240920C00190000,2024-06-21 19:49:53+00:00,190.0,6.2,6.15,6.4,0.8499999,15.887849,249.0,10189,0.28827616027832026,False,REGULAR,USD,2024-09-20
30,GOOG240920C00195000,2024-06-21 19:40:46+00:00,195.0,5.05,4.55,4.75,1.1500001,29.48718,62.0,2199,0.2833323620605468,False,REGULAR,USD,2024-09-20
31,GOOG240920C00200000,2024-06-21 19:56:13+00:00,200.0,3.35,3.3,3.45,0.54999995,19.642855,396.0,3939,0.27912097839355465,False,REGULAR,USD,2024-09-20
32,GOOG240920C00205000,2024-06-21 18:10:52+00:00,205.0,2.73,2.33,2.48,0.73,36.5,34.0,4418,0.27674063110351554,False,REGULAR,USD,2024-09-20
33,GOOG240920C00210000,2024-06-21 19:47:04+00:00,210.0,1.85,1.66,1.79,0.47000003,34.057972,82.0,1080,0.2766185620117187,False,REGULAR,USD,2024-09-20
34,GOOG240920C00215000,2024-06-21 19:37:23+00:00,215.0,1.34,0.26,1.34,0.39000005,41.052635,29.0,1385,0.28040270385742183,False,REGULAR,USD,2024-09-20
35,GOOG240920C00220000,2024-06-21 18:00:38+00:00,220.0,0.98,0.18,0.91,0.28000003,40.000008,5.0,895,0.2775951147460937,False,REGULAR,USD,2024-09-20
36,GOOG240920C00225000,2024-06-21 17:36:30+00:00,225.0,0.7,0.59,0.69,0.19999999,39.999996,8.0,2888,0.2827220166015625,False,REGULAR,USD,2024-09-20
37,GOOG240920C00230000,2024-06-21 19:44:53+00:00,230.0,0.54,0.44,0.54,0.09000003,20.000008,57.0,424,0.2893137475585937,False,REGULAR,USD,2024-09-20
38,GOOG240920C00240000,2024-06-21 15:55:57+00:00,240.0,0.35,0.25,0.36,0.11999999,52.17391,3.0,376,0.30542686767578126,False,REGULAR,USD,2024-09-20
39,GOOG240920C00250000,2024-06-21 15:52:34+00:00,250.0,0.24,0.16,0.26,0.059999987,33.333324,1.0,40,0.3232489550781249,False,REGULAR,USD,2024-09-20
40,GOOG240920C00260000,2024-06-21 19:08:11+00:00,260.0,0.18,0.11,0.2,0.02000001,12.500008,30.0,61,0.3413151806640625,False,REGULAR,USD,2024-09-20
0,GOOG241018C00070000,2024-04-26 18:28:44+00:00,70.0,103.99,105.45,109.95,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD,2024-10-18
1,GOOG241018C00075000,2024-04-30 18:31:50+00:00,75.0,92.67,98.1,102.45,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD,2024-10-18
2,GOOG241018C00080000,2024-05-23 18:40:12+00:00,80.0,96.66,100.9,104.0,0.0,0.0,1.0,2,0.9897461962890625,True,REGULAR,USD,2024-10-18
3,GOOG241018C00085000,2024-03-13 19:34:58+00:00,85.0,57.85,74.85,78.55,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,2024-10-18
4,GOOG241018C00090000,2024-06-04 15:20:17+00:00,90.0,85.97,91.1,94.3,0.0,0.0,1.0,5,0.888428850097656,True,REGULAR,USD,2024-10-18
5,GOOG241018C00095000,2024-05-24 15:16:38+00:00,95.0,83.86,86.25,89.4,0.0,0.0,2.0,2,0.8406998352050781,True,REGULAR,USD,2024-10-18
6,GOOG241018C00100000,2024-06-11 15:36:24+00:00,100.0,78.07,81.35,84.5,0.0,0.0,2.0,16,0.7924825439453125,True,REGULAR,USD,2024-10-18
7,GOOG241018C00105000,2024-06-21 17:40:08+00:00,105.0,78.02,76.45,79.5,3.7799988,5.0915933,1.0,39,0.7421900781249999,True,REGULAR,USD,2024-10-18
8,GOOG241018C00110000,2024-06-21 18:16:37+00:00,110.0,73.75,71.6,74.8,4.7699966,6.9150424,1.0,276,0.7059355578613282,True,REGULAR,USD,2024-10-18
9,GOOG241018C00115000,2024-06-07 15:48:36+00:00,115.0,65.67,66.7,69.9,0.0,0.0,17.0,100,0.6617465466308594,True,REGULAR,USD,2024-10-18
10,GOOG241018C00120000,2024-05-28 18:20:11+00:00,120.0,60.2,61.85,65.0,0.0,0.0,1.0,64,0.6201209863281252,True,REGULAR,USD,2024-10-18
11,GOOG241018C00125000,2024-06-18 15:27:17+00:00,125.0,54.97,57.0,60.2,0.0,0.0,1.0,533,0.5820354296875,True,REGULAR,USD,2024-10-18
12,GOOG241018C00130000,2024-06-20 18:39:35+00:00,130.0,50.0,52.2,55.4,0.0,0.0,2.0,868,0.5454147021484376,True,REGULAR,USD,2024-10-18
13,GOOG241018C00135000,2024-06-21 18:14:04+00:00,135.0,49.48,47.45,50.5,4.739998,10.594541,4.0,167,0.5074512145996093,True,REGULAR,USD,2024-10-18
14,GOOG241018C00140000,2024-06-21 16:21:22+00:00,140.0,45.06,42.75,45.8,4.050003,9.875648,2.0,244,0.5379684875488282,True,REGULAR,USD,2024-10-18
15,GOOG241018C00145000,2024-06-21 15:28:08+00:00,145.0,39.37,38.1,39.55,3.5299988,9.849327,10.0,539,0.44067942138671873,True,REGULAR,USD,2024-10-18
16,GOOG241018C00150000,2024-06-21 19:53:08+00:00,150.0,35.2,33.6,34.9,3.1500015,9.828399,5.0,977,0.40820904296875,True,REGULAR,USD,2024-10-18
17,GOOG241018C00155000,2024-06-21 14:53:36+00:00,155.0,30.25,29.3,30.3,3.5900002,13.465866,13.0,655,0.375982802734375,True,REGULAR,USD,2024-10-18
18,GOOG241018C00160000,2024-06-21 19:15:57+00:00,160.0,27.0,25.6,26.25,3.5,14.893617,88.0,1000,0.35907623352050777,True,REGULAR,USD,2024-10-18
19,GOOG241018C00165000,2024-06-21 19:57:07+00:00,165.0,22.1,21.6,22.45,2.0500011,10.224445,7.0,853,0.3446110461425781,True,REGULAR,USD,2024-10-18
20,GOOG241018C00170000,2024-06-21 19:34:21+00:00,170.0,19.4,18.0,18.9,2.8999996,17.575756,22.0,1008,0.3311834460449219,True,REGULAR,USD,2024-10-18
21,GOOG241018C00175000,2024-06-21 19:23:09+00:00,175.0,15.25,14.7,15.35,1.75,12.962963,93.0,809,0.3117134259033203,True,REGULAR,USD,2024-10-18
22,GOOG241018C00180000,2024-06-21 19:47:04+00:00,180.0,12.86,11.8,12.45,2.1099997,19.627903,188.0,1333,0.3018258294677735,True,REGULAR,USD,2024-10-18
23,GOOG241018C00185000,2024-06-21 19:37:53+00:00,185.0,10.07,9.7,9.95,1.5499992,18.192478,97.0,1119,0.2941354766845703,False,REGULAR,USD,2024-10-18
24,GOOG241018C00190000,2024-06-21 19:55:01+00:00,190.0,7.95,7.6,7.85,1.3599997,20.637323,203.0,1231,0.28852029846191396,False,REGULAR,USD,2024-10-18
25,GOOG241018C00195000,2024-06-21 15:01:45+00:00,195.0,6.08,5.75,6.15,1.0499997,20.874744,102.0,759,0.2852244329833984,False,REGULAR,USD,2024-10-18
26,GOOG241018C00200000,2024-06-21 19:47:04+00:00,200.0,4.86,4.4,4.7,1.0100002,26.233772,83.0,1216,0.28089098022460934,False,REGULAR,USD,2024-10-18
27,GOOG241018C00205000,2024-06-21 19:12:43+00:00,205.0,3.8,1.88,3.55,0.95000005,33.333336,8.0,2093,0.2776561492919921,False,REGULAR,USD,2024-10-18
28,GOOG241018C00210000,2024-06-21 19:55:26+00:00,210.0,2.65,2.51,2.68,0.5500002,26.190487,21.0,687,0.27625235473632803,False,REGULAR,USD,2024-10-18
29,GOOG241018C00220000,2024-06-21 19:56:31+00:00,220.0,1.47,1.35,1.6,0.31000006,26.724144,31.0,1191,0.280158565673828,False,REGULAR,USD,2024-10-18
30,GOOG241018C00230000,2024-06-21 18:26:19+00:00,230.0,0.96,0.74,0.97,0.25,35.21127,2.0,830,0.2858958129882812,False,REGULAR,USD,2024-10-18
31,GOOG241018C00240000,2024-06-20 17:37:55+00:00,240.0,0.43,0.46,0.6,0.0,0.0,1.0,2801,0.2924875439453124,False,REGULAR,USD,2024-10-18
32,GOOG241018C00250000,2024-06-21 19:53:11+00:00,250.0,0.35,0.29,0.38,0.049999982,16.66666,1.0,159,0.299811689453125,False,REGULAR,USD,2024-10-18
33,GOOG241018C00260000,2024-06-20 19:14:21+00:00,260.0,0.26,0.19,0.32,0.0,0.0,1.0,137,0.3198310205078124,False,REGULAR,USD,2024-10-18
0,GOOG241115C00070000,2024-04-29 13:47:31+00:00,70.0,100.5,106.55,110.95,0.0,0.0,10.0,2,0.8051777294921875,True,REGULAR,USD,2024-11-15
1,GOOG241115C00075000,2024-05-03 17:25:58+00:00,75.0,94.9,98.0,102.3,0.0,0.0,2.0,2,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
2,GOOG241115C00080000,2024-03-21 17:17:24+00:00,80.0,71.38,76.2,80.25,0.0,0.0,2.0,2,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
3,GOOG241115C00085000,2024-05-23 18:40:12+00:00,85.0,92.39,96.4,99.5,0.0,0.0,,2,0.8757336645507812,True,REGULAR,USD,2024-11-15
4,GOOG241115C00090000,2024-05-17 16:10:16+00:00,90.0,89.26,88.0,92.6,0.0,0.0,11.0,36,0.7902853002929688,True,REGULAR,USD,2024-11-15
5,GOOG241115C00095000,2024-05-17 15:20:34+00:00,95.0,84.27,83.1,87.75,0.0,0.0,3.0,6,0.7500025,True,REGULAR,USD,2024-11-15
6,GOOG241115C00100000,2024-06-12 16:20:11+00:00,100.0,80.4,81.85,85.0,0.0,0.0,4.0,19,0.7467066345214843,True,REGULAR,USD,2024-11-15
7,GOOG241115C00105000,2024-05-28 19:50:49+00:00,105.0,75.37,77.0,80.0,0.0,0.0,1.0,42,0.7010527941894531,True,REGULAR,USD,2024-11-15
8,GOOG241115C00110000,2024-06-21 17:40:08+00:00,110.0,73.72,72.15,75.45,19.07,34.894783,1.0,45,0.6699251757812501,True,REGULAR,USD,2024-11-15
9,GOOG241115C00115000,2024-06-20 16:11:14+00:00,115.0,65.48,67.35,70.5,0.0,0.0,1.0,225,0.6292761682128907,True,REGULAR,USD,2024-11-15
10,GOOG241115C00120000,2024-05-23 14:04:24+00:00,120.0,61.4,62.55,65.9,0.0,0.0,1.0,84,0.5982706188964844,True,REGULAR,USD,2024-11-15
11,GOOG241115C00125000,2024-06-18 16:03:36+00:00,125.0,55.58,57.8,61.0,0.0,0.0,2.0,95,0.5611616149902343,True,REGULAR,USD,2024-11-15
12,GOOG241115C00130000,2024-06-21 19:23:53+00:00,130.0,55.51,53.1,56.45,4.5,8.821799,1.0,183,0.5329026202392577,True,REGULAR,USD,2024-11-15
13,GOOG241115C00135000,2024-06-18 19:58:31+00:00,135.0,45.55,48.45,49.9,0.0,0.0,2.0,169,0.4940236145019532,True,REGULAR,USD,2024-11-15
14,GOOG241115C00140000,2024-06-13 15:29:46+00:00,140.0,42.46,43.9,46.35,0.0,0.0,5.0,415,0.5029346582031251,True,REGULAR,USD,2024-11-15
15,GOOG241115C00145000,2024-06-21 14:09:13+00:00,145.0,39.89,39.35,42.45,2.1699982,5.752911,2.0,388,0.493291199951172,True,REGULAR,USD,2024-11-15
16,GOOG241115C00150000,2024-06-21 19:18:37+00:00,150.0,36.75,35.6,36.1,3.2700005,9.767027,25.0,327,0.4056455920410156,True,REGULAR,USD,2024-11-15
17,GOOG241115C00155000,2024-06-21 18:32:53+00:00,155.0,32.97,31.55,32.0,3.920002,13.493983,3.0,218,0.38843385009765624,True,REGULAR,USD,2024-11-15
18,GOOG241115C00160000,2024-06-21 14:17:25+00:00,160.0,28.5,27.3,28.1,3.1599998,12.470402,5.0,581,0.37317521362304684,True,REGULAR,USD,2024-11-15
19,GOOG241115C00165000,2024-06-21 14:56:46+00:00,165.0,24.65,23.35,24.35,2.4699993,11.136155,16.0,945,0.35773347351074214,True,REGULAR,USD,2024-11-15
20,GOOG241115C00170000,2024-06-21 19:22:59+00:00,170.0,21.8,20.15,21.0,2.9499989,15.649861,15.0,1251,0.34754070434570306,True,REGULAR,USD,2024-11-15
21,GOOG241115C00175000,2024-06-21 18:57:00+00:00,175.0,18.28,17.35,17.75,2.380001,14.96856,69.0,1261,0.3346624151611328,True,REGULAR,USD,2024-11-15
22,GOOG241115C00180000,2024-06-21 19:05:20+00:00,180.0,15.2,14.5,14.95,1.9499998,14.71698,122.0,4426,0.3265753378295898,True,REGULAR,USD,2024-11-15
23,GOOG241115C00185000,2024-06-21 19:32:58+00:00,185.0,13.0,10.85,12.45,2.1000004,19.266058,66.0,842,0.3194648132324218,False,REGULAR,USD,2024-11-15
24,GOOG241115C00190000,2024-06-21 18:49:25+00:00,190.0,10.7,9.95,10.3,1.8000002,20.224722,178.0,986,0.3143379113769531,False,REGULAR,USD,2024-11-15
25,GOOG241115C00195000,2024-06-21 18:39:27+00:00,195.0,8.8,8.15,8.4,1.6500001,23.076925,27.0,699,0.30902790588378903,False,REGULAR,USD,2024-11-15
26,GOOG241115C00200000,2024-06-21 19:54:48+00:00,200.0,7.05,6.4,6.85,1.3000002,22.6087,104.0,432,0.3061592822265625,False,REGULAR,USD,2024-11-15
27,GOOG241115C00205000,2024-06-21 19:00:48+00:00,205.0,5.75,5.1,5.5,1.5500002,36.904766,8.0,138,0.30264979583740237,False,REGULAR,USD,2024-11-15
28,GOOG241115C00210000,2024-06-21 16:28:45+00:00,210.0,4.7,4.1,4.4,0.9799998,26.344078,1.0,2647,0.3002999658203125,False,REGULAR,USD,2024-11-15
29,GOOG241115C00220000,2024-06-21 19:15:13+00:00,220.0,2.94,2.61,2.83,0.68000007,30.0885,64.0,867,0.29920134399414056,False,REGULAR,USD,2024-11-15
30,GOOG241115C00230000,2024-06-21 16:39:29+00:00,230.0,1.97,1.58,1.81,0.57000005,40.71429,14.0,529,0.299811689453125,False,REGULAR,USD,2024-11-15
31,GOOG241115C00240000,2024-06-21 17:25:05+00:00,240.0,1.2,0.91,1.3,0.33000004,37.93104,3.0,437,0.3096992858886719,False,REGULAR,USD,2024-11-15
32,GOOG241115C00250000,2024-06-20 14:05:57+00:00,250.0,0.59,0.52,0.8,0.0,0.0,1.0,51,0.30847859497070307,False,REGULAR,USD,2024-11-15
33,GOOG241115C00260000,2024-06-20 14:47:44+00:00,260.0,0.47,0.46,0.64,0.0,0.0,4.0,40,0.32300481689453114,False,REGULAR,USD,2024-11-15
0,GOOG241220C00045000,2024-06-11 17:38:32+00:00,45.0,133.0,135.5,138.9,0.0,0.0,1.0,11,1.2685583447265623,True,REGULAR,USD,2024-12-20
1,GOOG241220C00050000,2024-04-25 15:50:50+00:00,50.0,109.04,125.55,130.0,0.0,0.0,1.0,5,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
2,GOOG241220C00055000,2023-11-22 15:13:59+00:00,55.0,88.18,88.0,92.9,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
3,GOOG241220C00060000,2024-04-26 13:30:09+00:00,60.0,118.15,115.75,120.4,0.0,0.0,2.0,27,0.657229990234375,True,REGULAR,USD,2024-12-20
4,GOOG241220C00065000,2024-03-25 13:32:59+00:00,65.0,86.15,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
5,GOOG241220C00070000,2024-05-17 13:30:01+00:00,70.0,106.95,108.0,112.3,0.0,0.0,1.0,17,0.8989267919921874,True,REGULAR,USD,2024-12-20
6,GOOG241220C00075000,2024-05-30 16:46:40+00:00,75.0,101.27,106.35,109.5,0.0,0.0,1.0,26,0.8964854101562498,True,REGULAR,USD,2024-12-20
7,GOOG241220C00080000,2024-04-05 14:41:42+00:00,80.0,77.24,89.0,92.7,0.0,0.0,1.0,109,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
8,GOOG241220C00085000,2024-03-11 14:49:34+00:00,85.0,58.3,74.85,76.0,0.0,0.0,2.0,101,1.0000000000000003e-05,True,REGULAR,USD,2024-12-20
9,GOOG241220C00090000,2024-05-17 16:10:16+00:00,90.0,89.66,88.5,92.95,0.0,0.0,12.0,177,0.5107470800781251,True,REGULAR,USD,2024-12-20
10,GOOG241220C00095000,2024-06-14 14:48:21+00:00,95.0,85.67,86.95,90.3,0.0,0.0,1.0,683,0.7303493762207032,True,REGULAR,USD,2024-12-20
11,GOOG241220C00100000,2024-06-14 16:08:00+00:00,100.0,81.5,82.15,85.45,0.0,0.0,3.0,601,0.6922638195800781,True,REGULAR,USD,2024-12-20
12,GOOG241220C00105000,2024-06-13 13:30:59+00:00,105.0,75.85,77.35,80.65,0.0,0.0,1.0,1052,0.6566196447753907,True,REGULAR,USD,2024-12-20
13,GOOG241220C00110000,2024-06-17 15:10:32+00:00,110.0,70.49,72.55,75.85,0.0,0.0,3.0,791,0.6215858154296876,True,REGULAR,USD,2024-12-20
14,GOOG241220C00115000,2024-06-18 15:51:55+00:00,115.0,65.52,67.8,71.0,0.0,0.0,1.0,390,0.5872844006347657,True,REGULAR,USD,2024-12-20
15,GOOG241220C00120000,2024-06-21 16:36:16+00:00,120.0,66.2,63.05,66.45,4.2999954,6.9466805,3.0,810,0.5598188549804688,True,REGULAR,USD,2024-12-20
16,GOOG241220C00125000,2024-06-20 13:30:00+00:00,125.0,56.7,58.35,61.75,0.0,0.0,1.0,825,0.5299119274902344,True,REGULAR,USD,2024-12-20
17,GOOG241220C00130000,2024-06-21 15:54:57+00:00,130.0,56.0,53.75,57.0,4.5999985,8.949413,11.0,1088,0.5007984490966797,True,REGULAR,USD,2024-12-20
18,GOOG241220C00135000,2024-06-20 15:40:15+00:00,135.0,47.65,49.2,52.5,0.0,0.0,6.0,2660,0.5297898583984376,True,REGULAR,USD,2024-12-20
19,GOOG241220C00140000,2024-06-21 18:44:13+00:00,140.0,46.68,44.75,47.0,3.6800003,8.55814,9.0,1631,0.47162393615722653,True,REGULAR,USD,2024-12-20
20,GOOG241220C00145000,2024-06-21 16:21:22+00:00,145.0,42.71,41.0,41.75,5.16,13.741678,4.0,1947,0.4229183685302734,True,REGULAR,USD,2024-12-20
21,GOOG241220C00150000,2024-06-21 18:54:08+00:00,150.0,37.9,36.4,37.45,3.2000008,9.221904,56.0,5766,0.4014952429199219,True,REGULAR,USD,2024-12-20
22,GOOG241220C00155000,2024-06-21 19:37:45+00:00,155.0,34.1,32.5,33.4,3.0999985,9.999995,9.0,4806,0.3845276391601562,True,REGULAR,USD,2024-12-20
23,GOOG241220C00160000,2024-06-21 19:39:48+00:00,160.0,30.35,29.0,29.55,3.380001,12.532447,136.0,3090,0.3695131408691406,True,REGULAR,USD,2024-12-20
24,GOOG241220C00165000,2024-06-21 18:58:09+00:00,165.0,26.41,25.1,25.95,2.7399998,11.575833,3.0,1827,0.356878989868164,True,REGULAR,USD,2024-12-20
25,GOOG241220C00170000,2024-06-21 19:45:01+00:00,170.0,22.95,21.7,22.5,2.7000008,13.333337,46.0,5131,0.34384811431884765,True,REGULAR,USD,2024-12-20
26,GOOG241220C00175000,2024-06-21 19:43:23+00:00,175.0,19.9,18.9,19.55,2.4099998,13.779302,19.0,2904,0.3371648315429688,True,REGULAR,USD,2024-12-20
27,GOOG241220C00180000,2024-06-21 19:28:43+00:00,180.0,17.25,16.2,16.6,2.6499996,18.15068,86.0,3307,0.3260870614624023,True,REGULAR,USD,2024-12-20
28,GOOG241220C00185000,2024-06-21 19:57:12+00:00,185.0,13.96,13.6,14.1,1.4099998,11.235058,1642.0,1854,0.31949533050537104,False,REGULAR,USD,2024-12-20
